Criação das árvores ordenadas:
n_persons	index	time        
131072   	0    	1.524943e-01
131072   	1    	1.847001e-01
131072   	2    	2.013229e-01
131072   	3    	1.610040e-01

Procura de nós nas árvores:
n_persons	index	time        
131072   	0    	1.819032e-01
131072   	1    	1.981311e-01
131072   	2    	1.412904e-01
131072   	3    	1.432064e-01

Maior profundidade das árvores:
n_persons	index	time        	depth
131072   	0    	7.385700e-03	45   
131072   	1    	8.441900e-03	42   
131072   	2    	7.884700e-03	38   
131072   	3    	1.050710e-02	38   

Número de nós em cada nível:
n_persons	index	time        	lvl0  	lvl1  	lvl2  	lvl3  	lvl4  	lvl5  	lvl6  	lvl7  	lvl8  	lvl9  	lvl10 	lvl11 	lvl12 	lvl13 	lvl14 	lvl15 	lvl16 	lvl17 	lvl18 	lvl19 	lvl20 	lvl21 	lvl22 	lvl23 	lvl24 	lvl25 	lvl26 	lvl27 	lvl28 	lvl29 	lvl30 	lvl31 	lvl32 	lvl33 	lvl34 	lvl35 	lvl36 	lvl37 	lvl38 	lvl39 	lvl40 	lvl41 	lvl42 	lvl43 	lvl44 	lvl45 
131072   	0    	1.288850e-02	1     	2     	4     	8     	16    	31    	61    	116   	218   	379   	630   	1033  	1567  	2294  	3126  	4070  	5080  	6004  	6902  	7820  	8541  	9081  	9329  	9351  	9118  	8579  	7837  	6881  	5870  	4879  	3774  	2845  	2034  	1415  	892   	536   	338   	215   	102   	45    	25    	11    	8     	2     	1     	1     
131072   	1    	8.627700e-03	1     	2     	4     	8     	16    	32    	64    	124   	242   	447   	802   	1343  	2131  	3042  	4212  	5506  	6872  	8296  	9576  	10692 	11335 	11477 	10974 	9967  	8710  	7158  	5642  	4278  	3033  	1976  	1275  	787   	473   	271   	143   	71    	40    	23    	13    	6     	5     	2     	1     	nan   	nan   	nan   
131072   	2    	1.707520e-02	1     	2     	4     	8     	16    	32    	61    	119   	230   	435   	783   	1364  	2248  	3471  	5046  	6832  	8743  	10282 	11314 	11904 	11762 	11148 	10065 	8657  	7079  	5551  	4210  	3206  	2381  	1620  	1040  	682   	411   	192   	104   	44    	14    	8     	3     	nan   	nan   	nan   	nan   	nan   	nan   	nan   
131072   	3    	1.854300e-02	1     	2     	4     	8     	16    	32    	64    	123   	243   	442   	789   	1324  	2138  	3251  	4670  	6386  	8137  	9784  	11000 	11696 	11805 	11315 	10413 	9074  	7593  	6192  	4765  	3407  	2370  	1577  	1023  	642   	391   	216   	97    	47    	20    	12    	3     	nan   	nan   	nan   	nan   	nan   	nan   	nan   

Lista de pessoas (índice 0, filtro "John "):
#       	name (0)                       	zip_code (1)                                                   	telephone number (2)	social security number (3)
1       	John Abbott                    	98052 Redmond (King county)                                    	5339 868 545     	597-10-9426            
37      	John Anderson                  	23452 Virginia Beach (Virginia Beach City county)              	3908 401 860     	580-43-0386            
38      	John Anderson                  	30188 Woodstock (Cherokee county)                              	4764 191 162     	329-04-2303            
39      	John Anderson                  	37075 Hendersonville (Sumner county)                           	3074 441 485     	258-19-7175            
40      	John Anderson                  	60608 Chicago (Cook county)                                    	6727 842 029     	487-66-3266            
41      	John Anderson                  	7305 Jersey City (Hudson county)                               	6844 026 966     	467-50-8210            
42      	John Anderson                  	76028 Burleson (Johnson county)                                	1043 515 485     	836-19-9314            
43      	John Anderson                  	77429 Cypress (Harris county)                                  	8033 865 929     	670-59-4190            
44      	John Anderson                  	92404 San Bernardino (San Bernardino county)                   	3083 773 488     	317-31-9474            
45      	John Anderson                  	94513 Brentwood (Contra Costa county)                          	3961 530 485     	284-19-2836            
46      	John Andrade                   	11219 Brooklyn (Kings county)                                  	3740 613 964     	291-73-5993            
47      	John Andrade                   	11233 Brooklyn (Kings county)                                  	8977 832 105     	167-72-4117            
48      	John Andrade                   	30331 Atlanta (Fulton county)                                  	9019 909 424     	811-26-8462            
49      	John Andrade                   	77095 Houston (Harris county)                                  	2344 150 622     	651-54-3576            
50      	John Andrade                   	91744 La Puente (Los Angeles county)                           	8132 524 223     	147-40-2948            
51      	John Andrade                   	92407 San Bernardino (San Bernardino county)                   	7647 617 263     	013-33-6223            
52      	John Andrews                   	30058 Lithonia (Dekalb county)                                 	6978 347 679     	049-14-0403            
53      	John Andrews                   	77459 Missouri City (Fort Bend county)                         	6149 750 845     	001-42-6828            
54      	John Andrews                   	91335 Reseda (Los Angeles county)                              	4410 747 514     	523-79-7002            
55      	John Anthony                   	11203 Brooklyn (Kings county)                                  	7671 530 178     	147-65-0476            
56      	John Anthony                   	85032 Phoenix (Maricopa county)                                	6618 262 621     	219-45-5713            
57      	John Arias                     	66061 Olathe (Johnson county)                                  	6682 142 277     	260-71-4282            
58      	John Arias                     	93257 Porterville (Tulare county)                              	1667 403 171     	922-44-5280            
59      	John Armstrong                 	92201 Indio (Riverside county)                                 	3804 482 544     	171-33-8858            
60      	John Arnold                    	60620 Chicago (Cook county)                                    	5485 483 998     	295-04-7149            
61      	John Arnold                    	75217 Dallas (Dallas county)                                   	5959 975 800     	282-15-3643            
62      	John Arnold                    	92553 Moreno Valley (Riverside county)                         	3190 750 506     	670-74-5293            
63      	John Ashley                    	21117 Owings Mills (Baltimore county)                          	2413 381 585     	565-18-6118            
64      	John Ashley                    	60647 Chicago (Cook county)                                    	2932 898 580     	590-13-1126            
65      	John Atkins                    	33012 Hialeah (Miami-Dade county)                              	7006 797 641     	740-24-9491            
66      	John Atkins                    	60608 Chicago (Cook county)                                    	7996 589 640     	628-34-9739            
67      	John Atkinson                  	91702 Azusa (Los Angeles county)                               	1476 394 037     	514-11-8134            
68      	John Austin                    	10977 Spring Valley (Rockland county)                          	6804 082 439     	567-84-8124            
69      	John Austin                    	11203 Brooklyn (Kings county)                                  	2892 108 687     	180-71-0707            
70      	John Austin                    	30096 Duluth (Gwinnett county)                                 	6322 271 931     	084-72-2913            
71      	John Austin                    	75035 Frisco (Collin county)                                   	6953 128 806     	423-85-8840            
72      	John Austin                    	75067 Lewisville (Denton county)                               	2428 550 537     	111-26-2765            
73      	John Austin                    	92507 Riverside (Riverside county)                             	9243 749 549     	236-89-1878            
74      	John Avery                     	75217 Dallas (Dallas county)                                   	3468 791 319     	577-03-0168            
75      	John Avila                     	10023 New York City (New York county)                          	1330 107 790     	471-13-8388            
76      	John Avila                     	77346 Humble (Harris county)                                   	8862 388 129     	032-65-1133            
77      	John Ayala                     	78521 Brownsville (Cameron county)                             	3790 147 823     	204-52-9430            
78      	John Ayala                     	85033 Phoenix (Maricopa county)                                	5265 882 302     	501-09-9502            
79      	John Bailey                    	78254 San Antonio (Bexar county)                               	8089 419 775     	650-39-3057            
80      	John Baker                     	11212 Brooklyn (Kings county)                                  	2923 380 693     	484-78-2250            
81      	John Baker                     	11706 Bay Shore (Suffolk county)                               	2531 018 807     	303-49-9976            
82      	John Baker                     	30101 Acworth (Cobb county)                                    	3760 619 568     	064-87-0229            
83      	John Baker                     	30101 Acworth (Cobb county)                                    	9383 561 349     	887-35-9947            
84      	John Baker                     	77407 Richmond (Fort Bend county)                              	1028 632 016     	292-17-4012            
85      	John Baker                     	77459 Missouri City (Fort Bend county)                         	7976 698 586     	794-12-9499            
86      	John Baker                     	90066 Los Angeles (Los Angeles county)                         	6276 757 613     	562-77-1875            
87      	John Baker                     	91342 Sylmar (Los Angeles county)                              	6999 338 529     	681-74-4486            
88      	John Baker                     	95014 Cupertino (Santa Clara county)                           	7855 128 265     	675-78-5289            
89      	John Baker                     	96797 Waipahu (Honolulu county)                                	3372 853 045     	557-72-8000            
90      	John Baldwin                   	11434 Jamaica (Queens county)                                  	3853 367 767     	704-74-5594            
91      	John Baldwin                   	8701 Lakewood (Ocean county)                                   	7008 768 858     	787-42-3579            
92      	John Baldwin                   	94536 Fremont (Alameda county)                                 	1020 009 998     	260-68-9225            
93      	John Ball                      	80219 Denver (Denver county)                                   	8386 681 991     	937-28-5479            
94      	John Ball                      	93905 Salinas (Monterey county)                                	5202 571 001     	528-26-6620            
95      	John Ballard                   	94080 South San Francisco (San Mateo county)                   	9887 045 334     	903-24-3466            
96      	John Banks                     	11208 Brooklyn (Kings county)                                  	8617 253 240     	360-55-7446            
97      	John Banks                     	28314 Fayetteville (Cumberland county)                         	5200 586 942     	816-78-7658            
98      	John Banks                     	38401 Columbia (Maury county)                                  	9751 731 222     	118-86-3378            
99      	John Banks                     	92114 San Diego (San Diego county)                             	8467 049 704     	602-51-0019            
100     	John Barajas                   	10456 Bronx (Bronx county)                                     	2102 040 500     	134-38-6445            
101     	John Barajas                   	21740 Hagerstown (Washington county)                           	2461 715 584     	072-41-7514            
102     	John Barker                    	11207 Brooklyn (Kings county)                                  	8616 381 061     	956-24-2929            
103     	John Barnes                    	90006 Los Angeles (Los Angeles county)                         	6177 636 421     	965-09-4592            
104     	John Barnes                    	90066 Los Angeles (Los Angeles county)                         	7677 538 521     	698-44-6722            
105     	John Barnes                    	94509 Antioch (Contra Costa county)                            	8685 134 889     	851-27-0276            
106     	John Barnes                    	94806 San Pablo (Contra Costa county)                          	5667 150 208     	505-03-4465            
107     	John Barnett                   	60629 Chicago (Cook county)                                    	8658 189 763     	709-82-0503            
108     	John Barr                      	30331 Atlanta (Fulton county)                                  	8472 923 673     	967-70-7690            
109     	John Barrera                   	28215 Charlotte (Mecklenburg county)                           	8891 706 789     	524-45-2948            
110     	John Barrett                   	60638 Chicago (Cook county)                                    	6715 695 178     	524-32-1730            
111     	John Barron                    	90026 Los Angeles (Los Angeles county)                         	4354 747 868     	925-95-4261            
112     	John Barry                     	33024 Hollywood (Broward county)                               	7984 721 521     	999-69-8360            
113     	John Barry                     	60629 Chicago (Cook county)                                    	2096 847 990     	933-03-9781            
114     	John Barry                     	78641 Leander (Williamson county)                              	3512 717 861     	894-59-9365            
115     	John Bartlett                  	30044 Lawrenceville (Gwinnett county)                          	6609 899 238     	585-11-1265            
116     	John Bartlett                  	78240 San Antonio (Bexar county)                               	2585 257 500     	303-04-1241            
117     	John Barton                    	92021 El Cajon (San Diego county)                              	5560 782 256     	059-53-8690            
118     	John Barton                    	92335 Fontana (San Bernardino county)                          	3886 591 600     	669-40-7758            
119     	John Bass                      	60657 Chicago (Cook county)                                    	3391 776 822     	905-32-6575            
120     	John Bates                     	10029 New York City (New York county)                          	2382 249 162     	883-92-5603            
121     	John Bates                     	75052 Grand Prairie (Dallas county)                            	2445 916 198     	211-18-4627            
122     	John Bates                     	91343 North Hills (Los Angeles county)                         	1463 445 480     	291-99-5282            
123     	John Bauer                     	43230 Columbus (Franklin county)                               	2160 761 969     	746-45-8529            
124     	John Bauer                     	89121 Las Vegas (Clark county)                                 	8110 086 708     	354-31-7007            
125     	John Bautista                  	60016 Des Plaines (Cook county)                                	3731 404 239     	951-49-4077            
126     	John Bautista                  	77449 Katy (Harris county)                                     	9855 411 696     	811-04-2804            
127     	John Bautista                  	89031 North Las Vegas (Clark county)                           	6241 422 226     	867-09-2440            
128     	John Baxter                    	10027 New York City (New York county)                          	3523 523 277     	759-10-7523            
129     	John Beard                     	92021 El Cajon (San Diego county)                              	8913 232 980     	405-12-4011            
130     	John Beard                     	92683 Westminster (Orange county)                              	8462 482 296     	515-84-1835            
131     	John Beasley                   	78250 San Antonio (Bexar county)                               	9816 726 038     	244-69-7407            
132     	John Beck                      	92154 San Diego (San Diego county)                             	1353 769 802     	339-88-2240            
133     	John Beck                      	98012 Bothell (Snohomish county)                               	3234 154 298     	982-60-7485            
134     	John Becker                    	77429 Cypress (Harris county)                                  	2248 683 512     	548-22-5026            
135     	John Beil                      	94558 Napa (Napa county)                                       	8930 947 328     	477-73-5472            
136     	John Beil                      	94587 Union City (Alameda county)                              	1504 931 557     	706-52-5946            
137     	John Bell                      	10701 Yonkers (Westchester county)                             	8118 021 424     	595-56-8251            
138     	John Bell                      	20002 Washington (District Of Columbia county)                 	3540 600 831     	388-67-5857            
139     	John Bell                      	20002 Washington (District Of Columbia county)                 	6595 339 367     	950-72-0818            
140     	John Bell                      	23464 Virginia Beach (Virginia Beach City county)              	2475 708 793     	735-78-0161            
141     	John Bell                      	78245 San Antonio (Bexar county)                               	9527 760 142     	969-38-1985            
142     	John Bell                      	92630 Lake Forest (Orange county)                              	2569 774 970     	914-89-4691            
143     	John Beltran                   	28215 Charlotte (Mecklenburg county)                           	9433 249 000     	605-43-1653            
144     	John Beltran                   	85008 Phoenix (Maricopa county)                                	4966 414 248     	908-36-1223            
145     	John Beltran                   	90250 Hawthorne (Los Angeles county)                           	2594 197 506     	496-78-9434            
146     	John Beltran                   	93905 Salinas (Monterey county)                                	9093 721 719     	722-33-1577            
147     	John Bender                    	94501 Alameda (Alameda county)                                 	5487 855 506     	257-72-3750            
148     	John Benitez                   	87121 Albuquerque (Bernalillo county)                          	3934 189 678     	657-22-0256            
149     	John Benitez                   	92503 Riverside (Riverside county)                             	9600 154 254     	303-85-0313            
150     	John Benjamin                  	78251 San Antonio (Bexar county)                               	9501 715 236     	417-51-2282            
151     	John Benjamin                  	95687 Vacaville (Solano county)                                	9695 649 650     	175-62-5744            
152     	John Bennett                   	22193 Woodbridge (Prince William county)                       	8257 649 096     	583-06-1059            
153     	John Bennett                   	89121 Las Vegas (Clark county)                                 	7332 787 112     	404-07-1915            
154     	John Bennett                   	91766 Pomona (Los Angeles county)                              	9116 789 834     	792-01-7851            
155     	John Benson                    	76063 Mansfield (Tarrant county)                               	8872 786 044     	203-20-9436            
156     	John Benson                    	94541 Hayward (Alameda county)                                 	4604 907 657     	747-51-0434            
157     	John Bentley                   	11210 Brooklyn (Kings county)                                  	3474 233 403     	841-17-4288            
158     	John Berg                      	37013 Antioch (Davidson county)                                	9537 296 409     	943-52-4455            
159     	John Berg                      	90019 Los Angeles (Los Angeles county)                         	7114 069 667     	899-50-5736            
160     	John Bernal                    	80015 Aurora (Arapahoe county)                                 	7319 513 514     	143-40-2742            
161     	John Bernard                   	33511 Brandon (Hillsborough county)                            	2290 097 384     	289-53-7234            
162     	John Bernard                   	78228 San Antonio (Bexar county)                               	3016 104 630     	499-82-1728            
163     	John Berry                     	92683 Westminster (Orange county)                              	4302 306 424     	541-91-5117            
164     	John Berry                     	95076 Watsonville (Santa Cruz county)                          	4251 576 800     	475-43-5237            
165     	John Best                      	98052 Redmond (King county)                                    	1867 081 063     	731-94-4023            
166     	John Bishop                    	44035 Elyria (Lorain county)                                   	9942 813 086     	148-62-9601            
167     	John Bishop                    	47906 West Lafayette (Tippecanoe county)                       	3132 505 552     	240-64-7744            
168     	John Bishop                    	60618 Chicago (Cook county)                                    	9037 273 482     	072-29-3715            
169     	John Bishop                    	93306 Bakersfield (Kern county)                                	4153 185 315     	461-83-7762            
170     	John Black                     	60608 Chicago (Cook county)                                    	4378 278 133     	150-21-0110            
171     	John Black                     	77449 Katy (Harris county)                                     	8396 916 711     	374-67-1221            
172     	John Black                     	79936 El Paso (El Paso county)                                 	9248 496 017     	293-22-2535            
173     	John Black                     	94513 Brentwood (Contra Costa county)                          	3172 220 186     	482-04-0095            
174     	John Blackburn                 	92880 Corona (Riverside county)                                	6746 314 353     	465-15-3173            
175     	John Blackwell                 	93307 Bakersfield (Kern county)                                	1788 940 184     	590-15-5824            
176     	John Blanchard                 	60804 Cicero (Cook county)                                     	2172 534 197     	365-17-5401            
177     	John Blankenship               	612 Arecibo (Arecibo county)                                   	9134 440 533     	313-38-6884            
178     	John Blankenship               	93274 Tulare (Tulare county)                                   	9468 837 574     	942-41-1099            
179     	John Bond                      	60608 Chicago (Cook county)                                    	2779 683 083     	245-78-0515            
180     	John Bond                      	84118 Salt Lake City (Salt Lake county)                        	6080 284 260     	102-20-0356            
181     	John Bonilla                   	30044 Lawrenceville (Gwinnett county)                          	5018 138 794     	573-10-8928            
182     	John Booker                    	79938 El Paso (El Paso county)                                 	8891 565 324     	140-42-4470            
183     	John Boone                     	60647 Chicago (Cook county)                                    	7914 786 411     	886-69-7391            
184     	John Booth                     	78753 Austin (Travis county)                                   	9099 975 166     	393-75-2443            
185     	John Bowen                     	11210 Brooklyn (Kings county)                                  	2569 967 348     	068-60-4627            
186     	John Bowers                    	19124 Philadelphia (Philadelphia county)                       	6823 065 188     	528-22-3746            
187     	John Bowman                    	30349 Atlanta (Fulton county)                                  	1611 114 470     	106-77-0918            
188     	John Bowman                    	90066 Los Angeles (Los Angeles county)                         	5862 978 069     	710-27-1898            
189     	John Bowman                    	92336 Fontana (San Bernardino county)                          	9448 959 973     	790-20-7008            
190     	John Bowman                    	96818 Honolulu (Honolulu county)                               	1898 492 646     	688-26-6137            
191     	John Boyd                      	33125 Miami (Miami-Dade county)                                	3704 438 000     	470-24-5380            
192     	John Boyd                      	77584 Pearland (Brazoria county)                               	3388 255 479     	748-72-7139            
193     	John Boyer                     	10466 Bronx (Bronx county)                                     	8691 008 811     	611-01-7958            
194     	John Bradford                  	21117 Owings Mills (Baltimore county)                          	2973 641 892     	126-43-2994            
195     	John Bradley                   	10023 New York City (New York county)                          	2170 205 907     	232-65-0427            
196     	John Bradley                   	10031 New York City (New York county)                          	1981 037 977     	840-29-1603            
197     	John Bradley                   	11746 Huntington Station (Suffolk county)                      	6562 581 684     	156-68-1072            
198     	John Bradley                   	77095 Houston (Harris county)                                  	7591 690 145     	921-30-9620            
199     	John Brady                     	22192 Woodbridge (Prince William county)                       	5745 783 774     	210-89-3080            
200     	John Brady                     	92324 Colton (San Bernardino county)                           	2212 748 884     	466-10-2665            
201     	John Branch                    	95127 San Jose (Santa Clara county)                            	9294 469 205     	144-75-6739            
202     	John Brennan                   	34711 Clermont (Lake county)                                   	7960 136 770     	463-62-8878            
203     	John Bridges                   	11706 Bay Shore (Suffolk county)                               	7396 408 118     	921-39-6399            
204     	John Bridges                   	75227 Dallas (Dallas county)                                   	7296 292 159     	424-49-4175            
205     	John Briggs                    	85122 Casa Grande (Pinal county)                               	8761 908 409     	577-90-4455            
206     	John Brock                     	40475 Richmond (Madison county)                                	3707 804 916     	811-50-5015            
207     	John Brock                     	84118 Salt Lake City (Salt Lake county)                        	1570 999 268     	857-26-4518            
208     	John Brooks                    	10456 Bronx (Bronx county)                                     	7374 900 732     	276-49-9694            
209     	John Brooks                    	10467 Bronx (Bronx county)                                     	5172 785 572     	911-21-6033            
210     	John Brooks                    	11377 Woodside (Queens county)                                 	7736 786 600     	226-12-4714            
211     	John Brooks                    	22191 Woodbridge (Prince William county)                       	7731 289 803     	729-88-7350            
212     	John Brooks                    	29681 Simpsonville (Greenville county)                         	9272 614 308     	672-71-1538            
213     	John Brooks                    	32808 Orlando (Orange county)                                  	4888 105 127     	977-97-8776            
214     	John Brooks                    	78521 Brownsville (Cameron county)                             	2215 145 321     	971-78-8953            
215     	John Brooks                    	8753 Toms River (Ocean county)                                 	1489 924 621     	887-37-2776            
216     	John Brooks                    	89123 Las Vegas (Clark county)                                 	4708 313 748     	639-60-0641            
217     	John Brooks                    	90201 Bell (Los Angeles county)                                	3226 878 547     	047-91-6492            
218     	John Brooks                    	95076 Watsonville (Santa Cruz county)                          	5336 355 738     	983-62-5175            
219     	John Brown                     	10453 Bronx (Bronx county)                                     	4874 160 943     	070-16-6832            
220     	John Brown                     	10458 Bronx (Bronx county)                                     	4044 916 913     	880-45-0330            
221     	John Brown                     	11201 Brooklyn (Kings county)                                  	1770 565 501     	926-06-5282            
222     	John Brown                     	11221 Brooklyn (Kings county)                                  	7075 249 444     	863-67-7138            
223     	John Brown                     	28078 Huntersville (Mecklenburg county)                        	6380 707 070     	313-16-2293            
224     	John Brown                     	30040 Cumming (Forsyth county)                                 	6950 131 037     	330-10-4076            
225     	John Brown                     	30043 Lawrenceville (Gwinnett county)                          	7265 077 442     	972-44-8868            
226     	John Brown                     	32218 Jacksonville (Duval county)                              	7332 045 200     	241-66-4331            
227     	John Brown                     	37042 Clarksville (Montgomery county)                          	7045 730 777     	261-13-8490            
228     	John Brown                     	45011 Hamilton (Butler county)                                 	9141 911 165     	870-09-6228            
229     	John Brown                     	60619 Chicago (Cook county)                                    	3626 410 513     	071-33-6484            
230     	John Brown                     	60620 Chicago (Cook county)                                    	8913 315 137     	468-63-1497            
231     	John Brown                     	75067 Lewisville (Denton county)                               	3937 033 861     	967-93-4856            
232     	John Brown                     	77072 Houston (Harris county)                                  	5650 400 781     	419-51-2628            
233     	John Brown                     	77077 Houston (Harris county)                                  	1216 178 276     	323-90-6075            
234     	John Brown                     	77095 Houston (Harris county)                                  	5747 452 803     	081-91-9166            
235     	John Brown                     	77433 Cypress (Harris county)                                  	9777 784 931     	300-95-7964            
236     	John Brown                     	77459 Missouri City (Fort Bend county)                         	1040 312 917     	814-05-6769            
237     	John Brown                     	78245 San Antonio (Bexar county)                               	3377 608 095     	236-75-8017            
238     	John Brown                     	78596 Weslaco (Hidalgo county)                                 	2810 525 211     	852-64-3394            
239     	John Brown                     	85035 Phoenix (Maricopa county)                                	3311 922 762     	162-25-6442            
240     	John Brown                     	85204 Mesa (Maricopa county)                                   	6322 879 668     	776-04-7411            
241     	John Brown                     	85326 Buckeye (Maricopa county)                                	8294 846 195     	109-80-9040            
242     	John Brown                     	90250 Hawthorne (Los Angeles county)                           	8436 190 089     	720-11-0485            
243     	John Brown                     	91911 Chula Vista (San Diego county)                           	6812 053 630     	071-67-1895            
244     	John Brown                     	92553 Moreno Valley (Riverside county)                         	6726 786 952     	124-97-8386            
245     	John Brown                     	94501 Alameda (Alameda county)                                 	7455 847 919     	243-31-1033            
246     	John Brown                     	97229 Portland (Washington county)                             	4670 201 824     	755-67-5521            
247     	John Bruce                     	8753 Toms River (Ocean county)                                 	5197 825 110     	754-91-9689            
248     	John Bryant                    	30040 Cumming (Forsyth county)                                 	8801 747 113     	771-15-1129            
249     	John Bryant                    	60620 Chicago (Cook county)                                    	1163 157 351     	235-92-9428            
250     	John Bryant                    	66061 Olathe (Johnson county)                                  	4705 045 678     	312-14-3349            
