Criação das árvores ordenadas:
n_persons	index	time        
262144   	0    	2.803419e-01
262144   	1    	3.182371e-01
262144   	2    	2.906096e-01
262144   	3    	2.510220e-01

Procura de nós nas árvores:
n_persons	index	time        
262144   	0    	2.834131e-01
262144   	1    	3.220125e-01
262144   	2    	2.793012e-01
262144   	3    	2.585711e-01

Maior profundidade das árvores:
n_persons	index	time        	depth
262144   	0    	1.766810e-02	46   
262144   	1    	1.734970e-02	42   
262144   	2    	1.730120e-02	40   
262144   	3    	1.539980e-02	44   

Número de nós em cada nível:
n_persons	index	time        	lvl0  	lvl1  	lvl2  	lvl3  	lvl4  	lvl5  	lvl6  	lvl7  	lvl8  	lvl9  	lvl10 	lvl11 	lvl12 	lvl13 	lvl14 	lvl15 	lvl16 	lvl17 	lvl18 	lvl19 	lvl20 	lvl21 	lvl22 	lvl23 	lvl24 	lvl25 	lvl26 	lvl27 	lvl28 	lvl29 	lvl30 	lvl31 	lvl32 	lvl33 	lvl34 	lvl35 	lvl36 	lvl37 	lvl38 	lvl39 	lvl40 	lvl41 	lvl42 	lvl43 	lvl44 	lvl45 	lvl46 
262144   	0    	1.202030e-02	1     	2     	4     	8     	16    	32    	62    	118   	227   	418   	706   	1183  	1896  	2908  	4202  	5761  	7487  	9366  	11238 	13094 	14830 	16269 	17286 	18050 	18384 	18116 	17279 	16134 	14418 	12449 	10596 	8507  	6546  	4932  	3457  	2342  	1595  	992   	570   	304   	166   	94    	54    	25    	12    	5     	3     
262144   	1    	1.196390e-02	1     	2     	4     	8     	16    	32    	64    	126   	246   	463   	854   	1494  	2491  	3905  	5694  	7767  	10185 	12695 	15349 	17881 	20161 	21571 	22198 	21752 	20252 	18039 	15231 	12468 	9801  	7407  	5149  	3412  	2210  	1390  	821   	444   	253   	142   	81    	46    	23    	11    	5     	nan   	nan   	nan   	nan   
262144   	2    	1.400960e-02	1     	2     	4     	8     	16    	32    	62    	122   	235   	456   	836   	1495  	2547  	4157  	6351  	9142  	12423 	15792 	18957 	21324 	22778 	22884 	22189 	20400 	18039 	15255 	12549 	9874  	7625  	5616  	4078  	2776  	1761  	1113  	662   	333   	150   	58    	29    	10    	3     	nan   	nan   	nan   	nan   	nan   	nan   
262144   	3    	1.511810e-02	1     	2     	4     	8     	16    	32    	64    	126   	246   	461   	851   	1481  	2460  	3978  	6013  	8614  	11656 	14957 	18032 	20600 	22204 	22923 	22361 	20969 	18919 	16244 	13457 	10583 	8036  	5772  	4031  	2709  	1802  	1123  	686   	366   	186   	91    	43    	20    	5     	4     	4     	3     	1     	nan   	nan   

Lista de pessoas (índice 0, filtro "John "):
#       	name (0)                       	zip_code (1)                                                   	telephone number (2)	social security number (3)
1       	John Abbott                    	22192 Woodbridge (Prince William county)                       	6740 404 344     	474-34-3985            
33      	John Aguilar                   	19720 New Castle (New Castle county)                           	5527 187 747     	693-08-8358            
34      	John Aguilar                   	77095 Houston (Harris county)                                  	6056 859 211     	176-24-5048            
35      	John Aguilar                   	78666 San Marcos (Hays county)                                 	4361 982 368     	503-53-9842            
36      	John Aguilar                   	79936 El Paso (El Paso county)                                 	9591 613 532     	268-64-2983            
37      	John Aguilar                   	92114 San Diego (San Diego county)                             	6919 418 635     	645-41-1368            
38      	John Aguilar                   	92336 Fontana (San Bernardino county)                          	9286 797 107     	693-29-9821            
39      	John Aguilar                   	95014 Cupertino (Santa Clara county)                           	7899 507 056     	191-07-5170            
40      	John Aguilar                   	98682 Vancouver (Clark county)                                 	2448 427 019     	710-88-5763            
41      	John Aguirre                   	92336 Fontana (San Bernardino county)                          	1854 256 977     	078-24-1999            
42      	John Ahmed                     	95014 Cupertino (Santa Clara county)                           	9154 297 609     	990-38-4274            
43      	John Alexander                 	11220 Brooklyn (Kings county)                                  	6080 664 345     	147-39-6432            
44      	John Alexander                 	11229 Brooklyn (Kings county)                                  	7598 043 558     	216-59-2107            
45      	John Alexander                 	77494 Katy (Fort Bend county)                                  	4961 854 245     	721-51-8433            
46      	John Alexander                 	92404 San Bernardino (San Bernardino county)                   	9710 720 848     	291-35-2525            
47      	John Alexander                 	95127 San Jose (Santa Clara county)                            	5608 559 723     	988-44-1838            
48      	John Alfaro                    	92627 Costa Mesa (Orange county)                               	1978 481 046     	773-91-7709            
49      	John Ali                       	30127 Powder Springs (Cobb county)                             	4813 850 860     	652-21-2925            
50      	John Ali                       	92503 Riverside (Riverside county)                             	9359 822 197     	953-75-1303            
51      	John Allen                     	11206 Brooklyn (Kings county)                                  	4010 260 534     	714-88-4052            
52      	John Allen                     	11432 Jamaica (Queens county)                                  	3563 937 707     	829-91-1305            
53      	John Allen                     	28215 Charlotte (Mecklenburg county)                           	4971 259 176     	248-80-7339            
54      	John Allen                     	33463 Lake Worth (Palm Beach county)                           	7885 557 829     	147-90-0666            
55      	John Allen                     	44060 Mentor (Lake county)                                     	4694 586 054     	537-93-2618            
56      	John Allen                     	60073 Round Lake (Lake county)                                 	3895 866 056     	632-73-9413            
57      	John Allen                     	66061 Olathe (Johnson county)                                  	8400 828 419     	866-32-1760            
58      	John Allen                     	76028 Burleson (Johnson county)                                	4120 946 810     	880-60-8506            
59      	John Allen                     	77379 Spring (Harris county)                                   	3232 175 519     	157-22-3412            
60      	John Allen                     	78501 Mcallen (Hidalgo county)                                 	8035 104 717     	376-39-3978            
61      	John Allen                     	90706 Bellflower (Los Angeles county)                          	8873 516 385     	944-12-1370            
62      	John Alvarado                  	10025 New York City (New York county)                          	7977 260 007     	416-33-8781            
63      	John Alvarado                  	10453 Bronx (Bronx county)                                     	6052 004 255     	303-94-4254            
64      	John Alvarado                  	95687 Vacaville (Solano county)                                	5490 165 489     	808-69-6776            
65      	John Alvarez                   	19111 Philadelphia (Philadelphia county)                       	5117 376 364     	063-50-6563            
66      	John Alvarez                   	33023 Hollywood (Broward county)                               	9189 274 537     	532-22-7757            
67      	John Alvarez                   	33458 Jupiter (Palm Beach county)                              	1643 837 876     	683-82-3528            
68      	John Alvarez                   	60641 Chicago (Cook county)                                    	2430 245 632     	755-50-5339            
69      	John Alvarez                   	77379 Spring (Harris county)                                   	7236 807 272     	473-93-1234            
70      	John Alvarez                   	90003 Los Angeles (Los Angeles county)                         	2755 711 494     	501-98-9581            
71      	John Alvarez                   	90650 Norwalk (Los Angeles county)                             	4663 021 202     	064-26-8208            
72      	John Andersen                  	2360 Plymouth (Plymouth county)                                	4481 332 910     	832-67-5570            
73      	John Andersen                  	92021 El Cajon (San Diego county)                              	5219 773 447     	090-57-8706            
74      	John Anderson                  	10468 Bronx (Bronx county)                                     	9830 273 116     	674-86-2143            
75      	John Anderson                  	10977 Spring Valley (Rockland county)                          	1334 686 623     	683-30-8120            
76      	John Anderson                  	10977 Spring Valley (Rockland county)                          	3126 802 427     	494-72-2529            
77      	John Anderson                  	11223 Brooklyn (Kings county)                                  	4098 639 332     	291-52-6383            
78      	John Anderson                  	11434 Jamaica (Queens county)                                  	1593 202 741     	304-83-6380            
79      	John Anderson                  	23452 Virginia Beach (Virginia Beach City county)              	3908 401 860     	580-43-0386            
80      	John Anderson                  	30188 Woodstock (Cherokee county)                              	4764 191 162     	329-04-2303            
81      	John Anderson                  	34953 Port St. Lucie (St. Lucie county)                        	7235 392 322     	523-08-0257            
82      	John Anderson                  	37075 Hendersonville (Sumner county)                           	3074 441 485     	258-19-7175            
83      	John Anderson                  	60608 Chicago (Cook county)                                    	6727 842 029     	487-66-3266            
84      	John Anderson                  	60614 Chicago (Cook county)                                    	1394 740 377     	304-61-2830            
85      	John Anderson                  	7305 Jersey City (Hudson county)                               	6844 026 966     	467-50-8210            
86      	John Anderson                  	76028 Burleson (Johnson county)                                	1043 515 485     	836-19-9314            
87      	John Anderson                  	77429 Cypress (Harris county)                                  	8033 865 929     	670-59-4190            
88      	John Anderson                  	77479 Sugar Land (Fort Bend county)                            	9248 092 882     	609-97-9901            
89      	John Anderson                  	78666 San Marcos (Hays county)                                 	7013 396 542     	019-07-4445            
90      	John Anderson                  	87114 Albuquerque (Bernalillo county)                          	2796 539 989     	517-59-3551            
91      	John Anderson                  	8753 Toms River (Ocean county)                                 	1021 555 402     	380-31-9117            
92      	John Anderson                  	89115 Las Vegas (Clark county)                                 	4292 006 614     	200-62-9893            
93      	John Anderson                  	89115 Las Vegas (Clark county)                                 	5150 603 054     	888-13-3884            
94      	John Anderson                  	90042 Los Angeles (Los Angeles county)                         	2991 480 940     	396-05-1212            
95      	John Anderson                  	92105 San Diego (San Diego county)                             	8115 009 814     	513-91-4034            
96      	John Anderson                  	92404 San Bernardino (San Bernardino county)                   	3083 773 488     	317-31-9474            
97      	John Anderson                  	92630 Lake Forest (Orange county)                              	8250 898 154     	301-74-3549            
98      	John Anderson                  	94513 Brentwood (Contra Costa county)                          	3961 530 485     	284-19-2836            
99      	John Anderson                  	94587 Union City (Alameda county)                              	1377 034 764     	127-63-5247            
100     	John Anderson                  	95823 Sacramento (Sacramento county)                           	9193 623 290     	623-46-6257            
101     	John Andrade                   	11219 Brooklyn (Kings county)                                  	3740 613 964     	291-73-5993            
102     	John Andrade                   	11233 Brooklyn (Kings county)                                  	8977 832 105     	167-72-4117            
103     	John Andrade                   	22407 Fredericksburg (Spotsylvania county)                     	4951 678 490     	899-36-4876            
104     	John Andrade                   	30331 Atlanta (Fulton county)                                  	9019 909 424     	811-26-8462            
105     	John Andrade                   	77095 Houston (Harris county)                                  	2344 150 622     	651-54-3576            
106     	John Andrade                   	85281 Tempe (Maricopa county)                                  	4274 829 464     	826-29-4378            
107     	John Andrade                   	91744 La Puente (Los Angeles county)                           	8132 524 223     	147-40-2948            
108     	John Andrade                   	92407 San Bernardino (San Bernardino county)                   	7647 617 263     	013-33-6223            
109     	John Andrews                   	11215 Brooklyn (Kings county)                                  	9189 729 348     	561-09-1068            
110     	John Andrews                   	11226 Brooklyn (Kings county)                                  	9061 636 177     	893-08-7630            
111     	John Andrews                   	30058 Lithonia (Dekalb county)                                 	6978 347 679     	049-14-0403            
112     	John Andrews                   	77459 Missouri City (Fort Bend county)                         	6149 750 845     	001-42-6828            
113     	John Andrews                   	91335 Reseda (Los Angeles county)                              	4410 747 514     	523-79-7002            
114     	John Anthony                   	11203 Brooklyn (Kings county)                                  	7671 530 178     	147-65-0476            
115     	John Anthony                   	85032 Phoenix (Maricopa county)                                	6618 262 621     	219-45-5713            
116     	John Anthony                   	89110 Las Vegas (Clark county)                                 	2296 296 909     	677-48-1405            
117     	John Archer                    	92630 Lake Forest (Orange county)                              	7262 868 260     	614-32-1671            
118     	John Arellano                  	11221 Brooklyn (Kings county)                                  	2527 894 927     	833-93-0535            
119     	John Arellano                  	93312 Bakersfield (Kern county)                                	8805 884 354     	743-85-6699            
120     	John Arias                     	66061 Olathe (Johnson county)                                  	6682 142 277     	260-71-4282            
121     	John Arias                     	93257 Porterville (Tulare county)                              	1667 403 171     	922-44-5280            
122     	John Armstrong                 	33025 Hollywood (Broward county)                               	3667 971 589     	548-16-3151            
123     	John Armstrong                 	6010 Bristol (Hartford county)                                 	3405 851 386     	050-41-6564            
124     	John Armstrong                 	89110 Las Vegas (Clark county)                                 	9293 344 877     	430-24-0053            
125     	John Armstrong                 	92201 Indio (Riverside county)                                 	3804 482 544     	171-33-8858            
126     	John Arnold                    	10456 Bronx (Bronx county)                                     	2512 463 809     	979-69-2953            
127     	John Arnold                    	60620 Chicago (Cook county)                                    	5485 483 998     	295-04-7149            
128     	John Arnold                    	75217 Dallas (Dallas county)                                   	5959 975 800     	282-15-3643            
129     	John Arnold                    	92553 Moreno Valley (Riverside county)                         	3190 750 506     	670-74-5293            
130     	John Arroyo                    	33024 Hollywood (Broward county)                               	9699 434 006     	071-59-4120            
131     	John Ashley                    	21117 Owings Mills (Baltimore county)                          	2413 381 585     	565-18-6118            
132     	John Ashley                    	30349 Atlanta (Fulton county)                                  	5150 099 182     	803-02-2147            
133     	John Ashley                    	60647 Chicago (Cook county)                                    	2932 898 580     	590-13-1126            
134     	John Ashley                    	956 Bayamon (Bayamon county)                                   	4832 810 376     	866-27-9574            
135     	John Atkins                    	33012 Hialeah (Miami-Dade county)                              	7006 797 641     	740-24-9491            
136     	John Atkins                    	60608 Chicago (Cook county)                                    	7996 589 640     	628-34-9739            
137     	John Atkins                    	949 Toa Baja (Toa Baja county)                                 	5845 359 084     	916-56-0093            
138     	John Atkinson                  	75034 Frisco (Collin county)                                   	4454 797 645     	617-40-2277            
139     	John Atkinson                  	91702 Azusa (Los Angeles county)                               	1476 394 037     	514-11-8134            
140     	John Austin                    	10977 Spring Valley (Rockland county)                          	6804 082 439     	567-84-8124            
141     	John Austin                    	11203 Brooklyn (Kings county)                                  	2892 108 687     	180-71-0707            
142     	John Austin                    	30096 Duluth (Gwinnett county)                                 	6322 271 931     	084-72-2913            
143     	John Austin                    	75035 Frisco (Collin county)                                   	6953 128 806     	423-85-8840            
144     	John Austin                    	75067 Lewisville (Denton county)                               	2146 947 194     	704-76-8807            
145     	John Austin                    	75067 Lewisville (Denton county)                               	2428 550 537     	111-26-2765            
146     	John Austin                    	92507 Riverside (Riverside county)                             	9243 749 549     	236-89-1878            
147     	John Austin                    	92553 Moreno Valley (Riverside county)                         	8754 539 703     	520-28-6739            
148     	John Avalos                    	90280 South Gate (Los Angeles county)                          	6249 273 178     	484-91-2895            
149     	John Avery                     	60641 Chicago (Cook county)                                    	5086 587 674     	483-27-9735            
150     	John Avery                     	75217 Dallas (Dallas county)                                   	3468 791 319     	577-03-0168            
151     	John Avila                     	10023 New York City (New York county)                          	1330 107 790     	471-13-8388            
152     	John Avila                     	33025 Hollywood (Broward county)                               	6359 096 235     	748-64-7146            
153     	John Avila                     	7055 Passaic (Passaic county)                                  	5646 452 634     	946-86-9131            
154     	John Avila                     	77346 Humble (Harris county)                                   	8862 388 129     	032-65-1133            
155     	John Ayala                     	29483 Summerville (Dorchester county)                          	1034 310 174     	559-06-3434            
156     	John Ayala                     	30022 Alpharetta (Fulton county)                               	2148 963 900     	687-98-7857            
157     	John Ayala                     	78521 Brownsville (Cameron county)                             	3790 147 823     	204-52-9430            
158     	John Ayala                     	85033 Phoenix (Maricopa county)                                	5265 882 302     	501-09-9502            
159     	John Ayala                     	93307 Bakersfield (Kern county)                                	5287 574 396     	788-41-7730            
160     	John Bailey                    	28269 Charlotte (Mecklenburg county)                           	4115 959 765     	100-48-0118            
161     	John Bailey                    	30044 Lawrenceville (Gwinnett county)                          	4729 946 260     	262-35-3046            
162     	John Bailey                    	30096 Duluth (Gwinnett county)                                 	9118 580 788     	375-85-8811            
163     	John Bailey                    	33414 West Palm Beach (Palm Beach county)                      	7681 344 336     	248-51-7296            
164     	John Bailey                    	33458 Jupiter (Palm Beach county)                              	9646 534 359     	013-81-1281            
165     	John Bailey                    	37064 Franklin (Williamson county)                             	1987 127 853     	886-95-3927            
166     	John Bailey                    	77450 Katy (Harris county)                                     	8649 528 691     	096-79-2340            
167     	John Bailey                    	78250 San Antonio (Bexar county)                               	9055 155 218     	861-03-6774            
168     	John Bailey                    	78254 San Antonio (Bexar county)                               	8089 419 775     	650-39-3057            
169     	John Bailey                    	91342 Sylmar (Los Angeles county)                              	3120 506 993     	716-33-6846            
170     	John Bailey                    	92503 Riverside (Riverside county)                             	1441 849 751     	623-82-1773            
171     	John Bailey                    	92683 Westminster (Orange county)                              	2558 835 277     	882-75-5429            
172     	John Bailey                    	94509 Antioch (Contra Costa county)                            	1990 582 740     	765-02-9631            
173     	John Baker                     	11212 Brooklyn (Kings county)                                  	2923 380 693     	484-78-2250            
174     	John Baker                     	11706 Bay Shore (Suffolk county)                               	2531 018 807     	303-49-9976            
175     	John Baker                     	20002 Washington (District Of Columbia county)                 	6692 818 265     	201-94-8720            
176     	John Baker                     	30101 Acworth (Cobb county)                                    	3760 619 568     	064-87-0229            
177     	John Baker                     	30101 Acworth (Cobb county)                                    	9383 561 349     	887-35-9947            
178     	John Baker                     	32825 Orlando (Orange county)                                  	2108 271 956     	914-95-5022            
179     	John Baker                     	37167 Smyrna (Rutherford county)                               	3731 225 943     	242-10-4597            
180     	John Baker                     	60804 Cicero (Cook county)                                     	3603 435 489     	460-70-9898            
181     	John Baker                     	77407 Richmond (Fort Bend county)                              	1028 632 016     	292-17-4012            
182     	John Baker                     	77459 Missouri City (Fort Bend county)                         	7976 698 586     	794-12-9499            
183     	John Baker                     	77479 Sugar Land (Fort Bend county)                            	1073 520 659     	648-94-2764            
184     	John Baker                     	77584 Pearland (Brazoria county)                               	7530 208 457     	246-15-7783            
185     	John Baker                     	77840 College Station (Brazos county)                          	7539 448 246     	827-02-5581            
186     	John Baker                     	79936 El Paso (El Paso county)                                 	7097 557 185     	783-82-6809            
187     	John Baker                     	90066 Los Angeles (Los Angeles county)                         	6276 757 613     	562-77-1875            
188     	John Baker                     	91342 Sylmar (Los Angeles county)                              	6999 338 529     	681-74-4486            
189     	John Baker                     	92562 Murrieta (Riverside county)                              	4772 641 117     	503-54-0469            
190     	John Baker                     	93550 Palmdale (Los Angeles county)                            	9041 436 454     	627-52-5946            
191     	John Baker                     	95014 Cupertino (Santa Clara county)                           	7855 128 265     	675-78-5289            
192     	John Baker                     	96797 Waipahu (Honolulu county)                                	3372 853 045     	557-72-8000            
193     	John Baldwin                   	11434 Jamaica (Queens county)                                  	3853 367 767     	704-74-5594            
194     	John Baldwin                   	8701 Lakewood (Ocean county)                                   	7008 768 858     	787-42-3579            
195     	John Baldwin                   	94536 Fremont (Alameda county)                                 	1020 009 998     	260-68-9225            
196     	John Ball                      	11432 Jamaica (Queens county)                                  	3375 692 141     	817-87-0059            
197     	John Ball                      	33186 Miami (Miami-Dade county)                                	9253 859 434     	894-24-4859            
198     	John Ball                      	33511 Brandon (Hillsborough county)                            	9572 694 610     	029-43-4188            
199     	John Ball                      	48197 Ypsilanti (Washtenaw county)                             	8773 270 586     	883-55-9381            
200     	John Ball                      	80219 Denver (Denver county)                                   	8386 681 991     	937-28-5479            
201     	John Ball                      	93905 Salinas (Monterey county)                                	5202 571 001     	528-26-6620            
202     	John Ballard                   	94080 South San Francisco (San Mateo county)                   	9887 045 334     	903-24-3466            
203     	John Banks                     	11208 Brooklyn (Kings county)                                  	8617 253 240     	360-55-7446            
204     	John Banks                     	11377 Woodside (Queens county)                                 	6465 456 758     	193-97-8311            
205     	John Banks                     	28314 Fayetteville (Cumberland county)                         	5200 586 942     	816-78-7658            
206     	John Banks                     	37211 Nashville (Davidson county)                              	4511 627 033     	176-10-9392            
207     	John Banks                     	38401 Columbia (Maury county)                                  	9751 731 222     	118-86-3378            
208     	John Banks                     	92114 San Diego (San Diego county)                             	8467 049 704     	602-51-0019            
209     	John Banks                     	92324 Colton (San Bernardino county)                           	2777 001 984     	439-64-4179            
210     	John Barajas                   	10456 Bronx (Bronx county)                                     	2102 040 500     	134-38-6445            
211     	John Barajas                   	21740 Hagerstown (Washington county)                           	2461 715 584     	072-41-7514            
212     	John Barajas                   	91709 Chino Hills (San Bernardino county)                      	2042 658 297     	193-55-1085            
213     	John Barajas                   	92880 Corona (Riverside county)                                	9603 516 290     	224-40-9596            
214     	John Barber                    	10467 Bronx (Bronx county)                                     	5973 777 780     	458-47-6798            
215     	John Barker                    	11207 Brooklyn (Kings county)                                  	8616 381 061     	956-24-2929            
216     	John Barker                    	95123 San Jose (Santa Clara county)                            	7068 528 315     	189-33-1832            
217     	John Barnes                    	11236 Brooklyn (Kings county)                                  	9094 118 105     	255-33-3879            
218     	John Barnes                    	23452 Virginia Beach (Virginia Beach City county)              	9110 584 872     	490-48-1360            
219     	John Barnes                    	29445 Goose Creek (Berkeley county)                            	9612 859 246     	996-32-0390            
220     	John Barnes                    	33125 Miami (Miami-Dade county)                                	6854 701 891     	283-45-0983            
221     	John Barnes                    	43123 Grove City (Franklin county)                             	3398 748 332     	767-67-0648            
222     	John Barnes                    	60617 Chicago (Cook county)                                    	2129 972 428     	447-97-6680            
223     	John Barnes                    	90006 Los Angeles (Los Angeles county)                         	6177 636 421     	965-09-4592            
224     	John Barnes                    	90066 Los Angeles (Los Angeles county)                         	7677 538 521     	698-44-6722            
225     	John Barnes                    	92882 Corona (Riverside county)                                	3506 632 421     	080-70-8297            
226     	John Barnes                    	94509 Antioch (Contra Costa county)                            	8685 134 889     	851-27-0276            
227     	John Barnes                    	94806 San Pablo (Contra Costa county)                          	5667 150 208     	505-03-4465            
228     	John Barnett                   	11706 Bay Shore (Suffolk county)                               	3656 200 229     	019-84-4296            
229     	John Barnett                   	33186 Miami (Miami-Dade county)                                	2839 534 089     	912-52-1694            
230     	John Barnett                   	40475 Richmond (Madison county)                                	3041 962 159     	625-73-8002            
231     	John Barnett                   	60629 Chicago (Cook county)                                    	8658 189 763     	709-82-0503            
232     	John Barr                      	30331 Atlanta (Fulton county)                                  	8472 923 673     	967-70-7690            
233     	John Barrera                   	11434 Jamaica (Queens county)                                  	1233 457 886     	363-14-2407            
234     	John Barrera                   	28215 Charlotte (Mecklenburg county)                           	8891 706 789     	524-45-2948            
235     	John Barrett                   	23452 Virginia Beach (Virginia Beach City county)              	1863 958 491     	511-62-3182            
236     	John Barrett                   	60617 Chicago (Cook county)                                    	5303 299 050     	344-58-3264            
237     	John Barrett                   	60638 Chicago (Cook county)                                    	6715 695 178     	524-32-1730            
238     	John Barron                    	90026 Los Angeles (Los Angeles county)                         	4354 747 868     	925-95-4261            
239     	John Barron                    	98052 Redmond (King county)                                    	6550 812 931     	427-90-9346            
240     	John Barry                     	33024 Hollywood (Broward county)                               	7984 721 521     	999-69-8360            
241     	John Barry                     	60629 Chicago (Cook county)                                    	2096 847 990     	933-03-9781            
242     	John Barry                     	78641 Leander (Williamson county)                              	3512 717 861     	894-59-9365            
243     	John Barry                     	92336 Fontana (San Bernardino county)                          	9964 913 397     	616-30-9976            
244     	John Bartlett                  	28027 Concord (Cabarrus county)                                	3636 020 599     	970-02-9866            
245     	John Bartlett                  	30044 Lawrenceville (Gwinnett county)                          	6609 899 238     	585-11-1265            
246     	John Bartlett                  	78240 San Antonio (Bexar county)                               	2585 257 500     	303-04-1241            
247     	John Barton                    	92021 El Cajon (San Diego county)                              	5560 782 256     	059-53-8690            
248     	John Barton                    	92335 Fontana (San Bernardino county)                          	3886 591 600     	669-40-7758            
