Criação das árvores ordenadas:
n_persons	index	time        
1048576  	0    	1.269128e+00
1048576  	1    	1.381868e+00
1048576  	2    	1.305867e+00
1048576  	3    	1.087485e+00

Procura de nós nas árvores:
n_persons	index	time        
1048576  	0    	1.258707e+00
1048576  	1    	1.401387e+00
1048576  	2    	1.283615e+00
1048576  	3    	1.182641e+00

Maior profundidade das árvores:
n_persons	index	time        	depth
1048576  	0    	6.578720e-02	52   
1048576  	1    	7.518700e-02	48   
1048576  	2    	7.257280e-02	46   
1048576  	3    	7.097020e-02	49   

Número de nós em cada nível:
n_persons	index	time        	lvl0  	lvl1  	lvl2  	lvl3  	lvl4  	lvl5  	lvl6  	lvl7  	lvl8  	lvl9  	lvl10 	lvl11 	lvl12 	lvl13 	lvl14 	lvl15 	lvl16 	lvl17 	lvl18 	lvl19 	lvl20 	lvl21 	lvl22 	lvl23 	lvl24 	lvl25 	lvl26 	lvl27 	lvl28 	lvl29 	lvl30 	lvl31 	lvl32 	lvl33 	lvl34 	lvl35 	lvl36 	lvl37 	lvl38 	lvl39 	lvl40 	lvl41 	lvl42 	lvl43 	lvl44 	lvl45 	lvl46 	lvl47 	lvl48 	lvl49 	lvl50 	lvl51 	lvl52 
1048576  	0    	5.949190e-02	1     	2     	4     	8     	16    	32    	63    	122   	241   	452   	832   	1492  	2534  	4186  	6644  	10042 	14227 	19546 	25724 	32335 	39276 	46271 	52950 	58914 	63917 	67917 	70325 	70849 	69381 	65775 	60615 	54441 	47632 	40396 	32850 	25897 	19786 	14459 	10344 	6915  	4485  	2788  	1724  	952   	583   	326   	168   	73    	34    	17    	9     	3     	1     
1048576  	1    	5.845610e-02	1     	2     	4     	8     	16    	32    	64    	127   	252   	495   	939   	1742  	3097  	5264  	8576  	13131 	19163 	26505 	34754 	43732 	53462 	63033 	71991 	78628 	82703 	83526 	81073 	75402 	67135 	57466 	47348 	37487 	28731 	21132 	14830 	10076 	6583  	4120  	2489  	1474  	867   	519   	291   	159   	85    	39    	14    	6     	3     	nan   	nan   	nan   	nan   
1048576  	2    	6.480660e-02	1     	2     	4     	8     	16    	32    	64    	127   	248   	475   	910   	1708  	3076  	5342  	8924  	14254 	21392 	30708 	41630 	53161 	64718 	74566 	81887 	86009 	86330 	82892 	76413 	67516 	57620 	48024 	38840 	30442 	23073 	16695 	11601 	7761  	5061  	3180  	1890  	1061  	516   	252   	106   	30    	5     	4     	2     	nan   	nan   	nan   	nan   	nan   	nan   
1048576  	3    	6.535600e-02	1     	2     	4     	8     	16    	32    	64    	128   	254   	489   	924   	1709  	3054  	5256  	8705  	13714 	20443 	29051 	39234 	50548 	62043 	71889 	79890 	85005 	86084 	83474 	78109 	70439 	61222 	50906 	40872 	31630 	23689 	17117 	11913 	8002  	5269  	3251  	1884  	1112  	577   	289   	146   	56    	36    	17    	9     	7     	2     	1     	nan   	nan   	nan   

Lista de pessoas (índice 0, filtro "^John "):
#       	name (0)                       	zip_code (1)                                                   	telephone number (2)	social security number (3)
1       	John Abbott                    	22192 Woodbridge (Prince William county)                       	6740 404 344     	474-34-3985            
36      	John Adams                     	11203 Brooklyn (Kings county)                                  	2092 426 326     	740-46-9660            
37      	John Adams                     	11207 Brooklyn (Kings county)                                  	7459 635 865     	435-18-4995            
38      	John Adams                     	11211 Brooklyn (Kings county)                                  	6858 633 583     	216-34-0456            
39      	John Adams                     	11213 Brooklyn (Kings county)                                  	3136 621 748     	635-32-1548            
40      	John Adams                     	11372 Jackson Heights (Queens county)                          	4315 781 873     	073-62-4978            
41      	John Adams                     	20011 Washington (District Of Columbia county)                 	4219 622 658     	038-84-5883            
42      	John Adams                     	23454 Virginia Beach (Virginia Beach City county)              	8143 032 557     	333-69-0171            
43      	John Adams                     	27587 Wake Forest (Wake county)                                	4455 166 725     	448-97-8721            
44      	John Adams                     	28173 Waxhaw (Union county)                                    	4966 794 544     	073-85-9853            
45      	John Adams                     	30022 Alpharetta (Fulton county)                               	5217 797 341     	823-56-8510            
46      	John Adams                     	30044 Lawrenceville (Gwinnett county)                          	8194 307 197     	184-84-5794            
47      	John Adams                     	30331 Atlanta (Fulton county)                                  	9377 192 706     	543-65-5254            
48      	John Adams                     	33012 Hialeah (Miami-Dade county)                              	9915 982 747     	275-14-5491            
49      	John Adams                     	33025 Hollywood (Broward county)                               	1509 886 239     	539-88-6736            
50      	John Adams                     	33647 Tampa (Hillsborough county)                              	7728 579 788     	046-75-5861            
51      	John Adams                     	37129 Murfreesboro (Rutherford county)                         	8694 153 099     	937-85-8478            
52      	John Adams                     	60617 Chicago (Cook county)                                    	1165 788 140     	517-34-3174            
53      	John Adams                     	60617 Chicago (Cook county)                                    	7558 650 291     	247-39-4087            
54      	John Adams                     	60647 Chicago (Cook county)                                    	6187 802 067     	905-90-7925            
55      	John Adams                     	7047 North Bergen (Hudson county)                              	9870 440 912     	031-97-8687            
56      	John Adams                     	7055 Passaic (Passaic county)                                  	6792 279 351     	610-06-8409            
57      	John Adams                     	7305 Jersey City (Hudson county)                               	9592 053 714     	096-32-6895            
58      	John Adams                     	73160 Oklahoma City (Cleveland county)                         	4126 364 398     	575-26-1144            
59      	John Adams                     	75068 Little Elm (Denton county)                               	1475 333 495     	765-37-8525            
60      	John Adams                     	75227 Dallas (Dallas county)                                   	1079 658 076     	683-83-3336            
61      	John Adams                     	77036 Houston (Harris county)                                  	4289 370 201     	685-56-6033            
62      	John Adams                     	77449 Katy (Harris county)                                     	6723 922 836     	696-42-1304            
63      	John Adams                     	77450 Katy (Harris county)                                     	4486 674 707     	337-46-0132            
64      	John Adams                     	77459 Missouri City (Fort Bend county)                         	4449 758 960     	947-47-4478            
65      	John Adams                     	78130 New Braunfels (Comal county)                             	3526 229 600     	691-10-8282            
66      	John Adams                     	78666 San Marcos (Hays county)                                 	6698 813 434     	543-99-0443            
67      	John Adams                     	80015 Aurora (Arapahoe county)                                 	9958 226 124     	978-95-6405            
68      	John Adams                     	85035 Phoenix (Maricopa county)                                	3990 900 355     	683-44-8287            
69      	John Adams                     	85122 Casa Grande (Pinal county)                               	1018 192 271     	925-07-6298            
70      	John Adams                     	89108 Las Vegas (Clark county)                                 	2355 148 466     	367-49-8887            
71      	John Adams                     	90066 Los Angeles (Los Angeles county)                         	7041 823 305     	456-96-8087            
72      	John Adams                     	90201 Bell (Los Angeles county)                                	7711 767 049     	350-90-0190            
73      	John Adams                     	91335 Reseda (Los Angeles county)                              	4148 949 110     	132-41-4256            
74      	John Adams                     	91702 Azusa (Los Angeles county)                               	5788 003 065     	461-07-5525            
75      	John Adams                     	91911 Chula Vista (San Diego county)                           	2960 060 814     	584-50-6052            
76      	John Adams                     	92562 Murrieta (Riverside county)                              	9489 194 700     	235-64-2678            
77      	John Adams                     	92677 Laguna Niguel (Orange county)                            	1109 795 397     	093-83-0234            
78      	John Adams                     	92805 Anaheim (Orange county)                                  	8610 950 083     	122-75-9994            
79      	John Adams                     	92880 Corona (Riverside county)                                	3103 913 576     	430-35-8142            
80      	John Adams                     	93312 Bakersfield (Kern county)                                	4036 215 694     	323-50-7228            
81      	John Adams                     	93722 Fresno (Fresno county)                                   	5803 768 637     	591-07-2860            
82      	John Adams                     	93906 Salinas (Monterey county)                                	1439 766 560     	511-33-3746            
83      	John Adams                     	94112 San Francisco (San Francisco county)                     	4528 070 242     	708-57-7404            
84      	John Adams                     	94536 Fremont (Alameda county)                                 	4617 781 057     	450-79-3430            
85      	John Adams                     	94565 Pittsburg (Contra Costa county)                          	3108 922 862     	582-65-6099            
86      	John Adams                     	94565 Pittsburg (Contra Costa county)                          	6847 640 931     	304-38-6754            
87      	John Adams                     	949 Toa Baja (Toa Baja county)                                 	9375 265 560     	425-14-3321            
88      	John Adams                     	953 Toa Alta (Toa Alta county)                                 	6756 081 272     	206-30-5994            
89      	John Adams                     	95355 Modesto (Stanislaus county)                              	7967 962 441     	584-62-2026            
90      	John Adams                     	95758 Elk Grove (Sacramento county)                            	3441 351 248     	884-33-4966            
91      	John Adkins                    	10468 Bronx (Bronx county)                                     	1289 158 181     	868-55-8202            
92      	John Adkins                    	11201 Brooklyn (Kings county)                                  	5554 872 029     	380-63-2758            
93      	John Adkins                    	11226 Brooklyn (Kings county)                                  	6551 283 510     	624-89-0511            
94      	John Adkins                    	11229 Brooklyn (Kings county)                                  	6980 055 344     	862-66-3313            
95      	John Adkins                    	11355 Flushing (Queens county)                                 	4139 727 808     	929-02-5098            
96      	John Adkins                    	29445 Goose Creek (Berkeley county)                            	1782 876 242     	710-63-6055            
97      	John Adkins                    	30022 Alpharetta (Fulton county)                               	4113 511 214     	456-64-7958            
98      	John Adkins                    	43230 Columbus (Franklin county)                               	4553 273 241     	759-40-8861            
99      	John Adkins                    	7087 Union City (Hudson county)                                	7231 163 705     	593-95-2216            
100     	John Adkins                    	76028 Burleson (Johnson county)                                	9938 208 915     	001-99-6978            
101     	John Adkins                    	77573 League City (Galveston county)                           	1322 724 598     	181-94-0579            
102     	John Adkins                    	78228 San Antonio (Bexar county)                               	7334 890 126     	953-26-9264            
103     	John Adkins                    	92154 San Diego (San Diego county)                             	2410 134 311     	021-21-5773            
104     	John Aguilar                   	10314 Staten Island (Richmond county)                          	1873 546 526     	334-72-7572            
105     	John Aguilar                   	10467 Bronx (Bronx county)                                     	9480 793 889     	663-99-5155            
106     	John Aguilar                   	11233 Brooklyn (Kings county)                                  	9610 213 836     	623-82-0187            
107     	John Aguilar                   	11385 Ridgewood (Queens county)                                	2706 083 968     	801-88-8075            
108     	John Aguilar                   	11434 Jamaica (Queens county)                                  	7111 433 621     	583-63-7402            
109     	John Aguilar                   	11435 Jamaica (Queens county)                                  	7544 895 798     	602-85-1193            
110     	John Aguilar                   	14850 Ithaca (Tompkins county)                                 	3119 910 415     	727-66-5607            
111     	John Aguilar                   	19134 Philadelphia (Philadelphia county)                       	6577 081 249     	542-67-1886            
112     	John Aguilar                   	19720 New Castle (New Castle county)                           	5527 187 747     	693-08-8358            
113     	John Aguilar                   	2360 Plymouth (Plymouth county)                                	6444 604 248     	812-53-5992            
114     	John Aguilar                   	30263 Newnan (Coweta county)                                   	6757 785 005     	263-47-5653            
115     	John Aguilar                   	33064 Pompano Beach (Broward county)                           	6486 612 755     	306-75-1848            
116     	John Aguilar                   	33647 Tampa (Hillsborough county)                              	7158 709 750     	942-83-4111            
117     	John Aguilar                   	55106 St. Paul (Ramsey county)                                 	3890 690 165     	835-25-3375            
118     	John Aguilar                   	60620 Chicago (Cook county)                                    	5371 508 923     	138-24-9663            
119     	John Aguilar                   	60628 Chicago (Cook county)                                    	5694 765 451     	601-63-7297            
120     	John Aguilar                   	60629 Chicago (Cook county)                                    	5412 320 624     	060-98-1235            
121     	John Aguilar                   	60639 Chicago (Cook county)                                    	3213 722 437     	173-12-7542            
122     	John Aguilar                   	75052 Grand Prairie (Dallas county)                            	7931 186 665     	984-01-2694            
123     	John Aguilar                   	75070 McKinney (Collin county)                                 	5651 722 577     	219-45-9005            
124     	John Aguilar                   	77095 Houston (Harris county)                                  	6056 859 211     	176-24-5048            
125     	John Aguilar                   	77095 Houston (Harris county)                                  	8831 993 897     	760-70-3783            
126     	John Aguilar                   	78542 Edinburg (Hidalgo county)                                	4479 112 508     	321-72-4830            
127     	John Aguilar                   	78666 San Marcos (Hays county)                                 	4361 982 368     	503-53-9842            
128     	John Aguilar                   	79936 El Paso (El Paso county)                                 	7887 859 893     	280-05-4149            
129     	John Aguilar                   	79936 El Paso (El Paso county)                                 	9591 613 532     	268-64-2983            
130     	John Aguilar                   	84043 Lehi (Utah county)                                       	7270 456 526     	749-02-5239            
131     	John Aguilar                   	90006 Los Angeles (Los Angeles county)                         	3021 614 590     	447-51-6656            
132     	John Aguilar                   	91950 National City (San Diego county)                         	8129 600 146     	591-73-1137            
133     	John Aguilar                   	92114 San Diego (San Diego county)                             	6919 418 635     	645-41-1368            
134     	John Aguilar                   	92336 Fontana (San Bernardino county)                          	9286 797 107     	693-29-9821            
135     	John Aguilar                   	92507 Riverside (Riverside county)                             	4541 944 647     	698-73-5800            
136     	John Aguilar                   	95014 Cupertino (Santa Clara county)                           	7899 507 056     	191-07-5170            
137     	John Aguilar                   	95206 Stockton (San Joaquin county)                            	5048 452 714     	339-52-9360            
138     	John Aguilar                   	953 Toa Alta (Toa Alta county)                                 	6377 999 139     	085-07-5683            
139     	John Aguilar                   	95630 Folsom (Sacramento county)                               	1175 633 484     	060-81-6091            
140     	John Aguilar                   	95747 Roseville (Placer county)                                	8452 426 281     	709-98-3391            
141     	John Aguilar                   	96818 Honolulu (Honolulu county)                               	6011 406 257     	252-42-8795            
142     	John Aguilar                   	98682 Vancouver (Clark county)                                 	2448 427 019     	710-88-5763            
143     	John Aguirre                   	34711 Clermont (Lake county)                                   	4512 794 467     	679-36-4539            
144     	John Aguirre                   	60639 Chicago (Cook county)                                    	8070 605 025     	576-91-5511            
145     	John Aguirre                   	77083 Houston (Harris county)                                  	6963 873 942     	274-86-5629            
146     	John Aguirre                   	77433 Cypress (Harris county)                                  	1219 827 730     	461-52-1013            
147     	John Aguirre                   	78572 Mission (Hidalgo county)                                 	3848 527 217     	872-80-4994            
148     	John Aguirre                   	85008 Phoenix (Maricopa county)                                	1246 936 123     	034-37-7800            
149     	John Aguirre                   	91710 Chino (San Bernardino county)                            	5813 646 462     	477-45-2192            
150     	John Aguirre                   	91762 Ontario (San Bernardino county)                          	6463 886 219     	313-58-7924            
151     	John Aguirre                   	92336 Fontana (San Bernardino county)                          	1854 256 977     	078-24-1999            
152     	John Aguirre                   	94513 Brentwood (Contra Costa county)                          	7271 806 955     	611-53-6797            
153     	John Ahmed                     	29072 Lexington (Lexington county)                             	8490 409 469     	701-04-5900            
154     	John Ahmed                     	60620 Chicago (Cook county)                                    	6078 808 898     	830-12-2313            
155     	John Ahmed                     	90044 Los Angeles (Los Angeles county)                         	8575 183 394     	880-19-4197            
156     	John Ahmed                     	90650 Norwalk (Los Angeles county)                             	6471 430 426     	684-48-3968            
157     	John Ahmed                     	95014 Cupertino (Santa Clara county)                           	9154 297 609     	990-38-4274            
158     	John Alexander                 	10456 Bronx (Bronx county)                                     	7049 307 997     	086-88-8028            
159     	John Alexander                 	11204 Brooklyn (Kings county)                                  	5853 367 624     	898-30-5453            
160     	John Alexander                 	11220 Brooklyn (Kings county)                                  	6080 664 345     	147-39-6432            
161     	John Alexander                 	11229 Brooklyn (Kings county)                                  	7598 043 558     	216-59-2107            
162     	John Alexander                 	33458 Jupiter (Palm Beach county)                              	8774 088 684     	145-46-5177            
163     	John Alexander                 	37013 Antioch (Davidson county)                                	2245 066 013     	675-61-1951            
164     	John Alexander                 	37211 Nashville (Davidson county)                              	3329 805 641     	063-19-1026            
165     	John Alexander                 	60073 Round Lake (Lake county)                                 	2005 916 522     	500-01-7578            
166     	John Alexander                 	72401 Jonesboro (Craighead county)                             	3735 136 009     	269-82-6088            
167     	John Alexander                 	75070 McKinney (Collin county)                                 	3370 794 492     	484-31-8610            
168     	John Alexander                 	75228 Dallas (Dallas county)                                   	8522 671 561     	025-67-2156            
169     	John Alexander                 	77449 Katy (Harris county)                                     	9202 738 638     	441-99-3020            
170     	John Alexander                 	77494 Katy (Fort Bend county)                                  	3131 436 086     	901-24-2439            
171     	John Alexander                 	77494 Katy (Fort Bend county)                                  	4961 854 245     	721-51-8433            
172     	John Alexander                 	85041 Phoenix (Maricopa county)                                	6541 026 287     	168-67-0879            
173     	John Alexander                 	85281 Tempe (Maricopa county)                                  	2382 896 410     	254-95-2193            
174     	John Alexander                 	90004 Los Angeles (Los Angeles county)                         	7843 007 422     	615-83-1083            
175     	John Alexander                 	90706 Bellflower (Los Angeles county)                          	1279 511 802     	622-28-1278            
176     	John Alexander                 	91335 Reseda (Los Angeles county)                              	6679 765 938     	185-56-2779            
177     	John Alexander                 	91744 La Puente (Los Angeles county)                           	1725 671 134     	221-94-7065            
178     	John Alexander                 	92114 San Diego (San Diego county)                             	2047 731 701     	100-04-9473            
179     	John Alexander                 	92404 San Bernardino (San Bernardino county)                   	9710 720 848     	291-35-2525            
180     	John Alexander                 	92704 Santa Ana (Orange county)                                	6568 424 021     	505-44-3233            
181     	John Alexander                 	94565 Pittsburg (Contra Costa county)                          	8994 093 101     	122-78-7597            
182     	John Alexander                 	95127 San Jose (Santa Clara county)                            	5608 559 723     	988-44-1838            
183     	John Alfaro                    	11229 Brooklyn (Kings county)                                  	8777 162 934     	891-14-0268            
184     	John Alfaro                    	11236 Brooklyn (Kings county)                                  	9262 008 054     	538-74-3640            
185     	John Alfaro                    	43130 Lancaster (Fairfield county)                             	3947 376 143     	939-86-2230            
186     	John Alfaro                    	75067 Lewisville (Denton county)                               	2791 010 731     	458-23-2157            
187     	John Alfaro                    	77450 Katy (Harris county)                                     	1555 146 417     	341-23-5146            
188     	John Alfaro                    	90019 Los Angeles (Los Angeles county)                         	9688 681 417     	076-08-6815            
189     	John Alfaro                    	91706 Baldwin Park (Los Angeles county)                        	8058 128 333     	091-07-0635            
190     	John Alfaro                    	92627 Costa Mesa (Orange county)                               	1978 481 046     	773-91-7709            
191     	John Alfaro                    	94015 Daly City (San Mateo county)                             	4194 639 045     	191-82-5627            
192     	John Ali                       	30127 Powder Springs (Cobb county)                             	4813 850 860     	652-21-2925            
193     	John Ali                       	31419 Savannah (Chatham county)                                	7766 303 978     	989-77-6092            
194     	John Ali                       	37042 Clarksville (Montgomery county)                          	2293 806 037     	431-46-1122            
195     	John Ali                       	37075 Hendersonville (Sumner county)                           	5980 653 075     	859-57-9770            
196     	John Ali                       	60402 Berwyn (Cook county)                                     	7310 790 645     	633-58-4815            
197     	John Ali                       	85142 Queen Creek (Maricopa county)                            	3020 243 056     	641-89-5920            
198     	John Ali                       	92503 Riverside (Riverside county)                             	9359 822 197     	953-75-1303            
199     	John Ali                       	93312 Bakersfield (Kern county)                                	2345 686 159     	728-77-0187            
200     	John Allen                     	10314 Staten Island (Richmond county)                          	5677 198 480     	341-71-7469            
201     	John Allen                     	11206 Brooklyn (Kings county)                                  	4010 260 534     	714-88-4052            
202     	John Allen                     	11206 Brooklyn (Kings county)                                  	5467 421 823     	464-06-6752            
203     	John Allen                     	11214 Brooklyn (Kings county)                                  	8615 950 375     	100-39-4364            
204     	John Allen                     	11219 Brooklyn (Kings county)                                  	2957 435 083     	620-71-7117            
205     	John Allen                     	11219 Brooklyn (Kings county)                                  	5531 900 317     	624-67-5660            
206     	John Allen                     	11220 Brooklyn (Kings county)                                  	2745 067 078     	785-85-9144            
207     	John Allen                     	11233 Brooklyn (Kings county)                                  	8585 722 694     	450-11-8050            
208     	John Allen                     	11235 Brooklyn (Kings county)                                  	2643 117 728     	521-31-7037            
209     	John Allen                     	11432 Jamaica (Queens county)                                  	3050 172 291     	878-35-1705            
210     	John Allen                     	11432 Jamaica (Queens county)                                  	3503 547 388     	469-87-0618            
211     	John Allen                     	11432 Jamaica (Queens county)                                  	3563 937 707     	829-91-1305            
212     	John Allen                     	20011 Washington (District Of Columbia county)                 	6968 185 638     	503-70-4108            
213     	John Allen                     	20874 Germantown (Montgomery county)                           	4654 721 380     	249-51-2416            
214     	John Allen                     	21122 Pasadena (Anne Arundel county)                           	2790 132 701     	286-66-4816            
215     	John Allen                     	2148 Malden (Middlesex county)                                 	7336 355 006     	810-17-2399            
216     	John Allen                     	2301 Brockton (Plymouth county)                                	2967 692 105     	673-80-4188            
217     	John Allen                     	28215 Charlotte (Mecklenburg county)                           	4971 259 176     	248-80-7339            
218     	John Allen                     	30004 Alpharetta (Fulton county)                               	3807 650 304     	965-61-4110            
219     	John Allen                     	30096 Duluth (Gwinnett county)                                 	7050 388 942     	110-76-6520            
220     	John Allen                     	32765 Oviedo (Seminole county)                                 	2968 188 266     	271-41-8968            
221     	John Allen                     	33313 Fort Lauderdale (Broward county)                         	6174 297 247     	301-77-9430            
222     	John Allen                     	33463 Lake Worth (Palm Beach county)                           	7885 557 829     	147-90-0666            
223     	John Allen                     	37013 Antioch (Davidson county)                                	1017 017 542     	089-83-2626            
224     	John Allen                     	44060 Mentor (Lake county)                                     	4694 586 054     	537-93-2618            
225     	John Allen                     	60073 Round Lake (Lake county)                                 	3895 866 056     	632-73-9413            
226     	John Allen                     	60608 Chicago (Cook county)                                    	2559 733 943     	593-14-4687            
227     	John Allen                     	60609 Chicago (Cook county)                                    	1768 963 444     	122-31-4339            
228     	John Allen                     	60619 Chicago (Cook county)                                    	1475 194 944     	156-86-4078            
229     	John Allen                     	60620 Chicago (Cook county)                                    	8446 453 709     	159-04-6833            
230     	John Allen                     	60628 Chicago (Cook county)                                    	5062 626 201     	766-06-4535            
231     	John Allen                     	60638 Chicago (Cook county)                                    	2788 936 483     	187-43-9123            
232     	John Allen                     	60647 Chicago (Cook county)                                    	4743 022 358     	527-07-9249            
233     	John Allen                     	612 Arecibo (Arecibo county)                                   	8307 584 689     	296-69-4788            
234     	John Allen                     	66061 Olathe (Johnson county)                                  	1907 733 199     	748-65-2390            
235     	John Allen                     	66061 Olathe (Johnson county)                                  	8400 828 419     	866-32-1760            
236     	John Allen                     	75002 Allen (Collin county)                                    	1555 770 309     	862-15-6265            
237     	John Allen                     	76028 Burleson (Johnson county)                                	4120 946 810     	880-60-8506            
238     	John Allen                     	77072 Houston (Harris county)                                  	4887 721 867     	070-78-4507            
239     	John Allen                     	77072 Houston (Harris county)                                  	8380 011 900     	391-13-1118            
240     	John Allen                     	77084 Houston (Harris county)                                  	2062 202 125     	422-26-7212            
241     	John Allen                     	77379 Spring (Harris county)                                   	3232 175 519     	157-22-3412            
